,level_0,index,Date,Sales,Dollar Volume,Average Price,Median Price,Total Listings,Months Invntory,County,Oil Price,Unemployment
4325,4325,52,05/01/15,182,46023110,252874,218450,724,4.3,Parker,59.27,4.1
4326,4326,53,06/01/15,225,57003900,253351,225000,769,4.5,Parker,59.82,4.5
4327,4327,54,07/01/15,222,57455687,258809,237750,813,4.6,Parker,50.9,4.5
4328,4328,55,08/01/15,198,51671954,260969,229000,763,4.4,Parker,42.87,4.3
4329,4329,56,09/01/15,216,67596280,312946,230000,802,4.5,Parker,45.48,4.2
4330,4330,57,10/01/15,171,39006076,228106,200000,750,4.3,Parker,46.22,4.2
4331,4331,58,11/01/15,138,32483613,235388,200000,766,4.4,Parker,42.44,4.1
4332,4332,59,12/01/15,181,42950802,237297,223000,696,3.9,Parker,37.19,3.9
4333,4333,60,01/01/16,114,26664819,233902,204000,699,3.9,Parker,31.68,4.1
4334,4334,61,02/01/16,161,41994736,260837,222000,712,3.9,Parker,30.32,4
4335,4335,62,03/01/16,187,45875974,245326,222000,787,4.3,Parker,37.55,4.1
4336,4336,63,04/01/16,187,46441559,248351,220575,820,4.5,Parker,40.75,3.8
4337,4337,64,05/01/16,236,63086294,267315,245000,774,4.2,Parker,46.71,3.8
4338,4338,65,06/01/16,263,65739125,249959,229900,817,4.3,Parker,48.76,4.2
4339,4339,66,07/01/16,235,60718870,258378,232000,817,4.3,Parker,44.65,4.5
4340,4340,67,08/01/16,237,60645661,255889,225000,836,4.3,Parker,44.72,4.3
4341,4341,68,09/01/16,222,56285030,253536,239750,831,4.3,Parker,45.18,4.3
4342,4342,69,10/01/16,206,52778870,256208,234250,787,4,Parker,49.78,3.9
4343,4343,70,11/01/16,181,45277875,250154,218500,794,4,Parker,45.66,3.7
4344,4344,71,12/01/16,205,54571090,266200,234900,682,3.4,Parker,51.97,3.9
1900,1900,0,01/01/11,75,11732733,156436,133500,,,Randall,89.17,5.2
1901,1901,1,02/01/11,98,14977032,152827,129500,,,Randall,88.58,5
1902,1902,2,03/01/11,143,22141692,154837,138750,,,Randall,102.86,4.8
1903,1903,3,04/01/11,137,23819002,173861,141250,,,Randall,109.53,4.7
1904,1904,4,05/01/11,152,25298183,166435,140000,,,Randall,100.9,4.8
1905,1905,5,06/01/11,183,32274358,176363,150500,,,Randall,96.26,5.6
1906,1906,6,07/01/11,175,29858697,170621,153450,,,Randall,97.3,5.4
1907,1907,7,08/01/11,173,29962499,173194,150000,,,Randall,86.33,5.2
1908,1908,8,09/01/11,127,20255399,159491,141000,,,Randall,85.52,5.1
1909,1909,9,10/01/11,138,25711819,186318,145500,,,Randall,86.32,4.8
1910,1910,10,11/01/11,122,22440833,183941,153950,,,Randall,97.16,4.5
1911,1911,11,12/01/11,129,21008402,162856,142250,,,Randall,98.56,4.4
1912,1912,12,01/01/12,84,13545229,161253,138752,,,Randall,100.27,4.7
1913,1913,13,02/01/12,93,14231246,153024,141653,,,Randall,102.2,4.6
1914,1914,14,03/01/12,156,25387189,162738,145000,,,Randall,106.16,#N/A
1915,1915,15,04/01/12,155,24411992,157497,147000,,,Randall,103.32,#N/A
1916,1916,16,05/01/12,160,31820668,198879,160000,,,Randall,94.66,4.4
1917,1917,17,06/01/12,199,33076431,166213,144000,,,Randall,82.3,5
1918,1918,18,07/01/12,178,31674520,177947,158000,,,Randall,87.9,5
1919,1919,19,08/01/12,202,37579627,186038,158250,,,Randall,94.13,#N/A
1920,1920,20,09/01/12,163,27784638,170458,150000,,,Randall,94.51,#N/A
1921,1921,21,10/01/12,159,29638079,186403,155000,,,Randall,89.49,4.1
1922,1922,22,11/01/12,146,26411772,180903,145500,,,Randall,86.53,4
1923,1923,23,12/01/12,124,21825623,176013,149750,,,Randall,87.86,#N/A
1924,1924,24,01/01/13,118,19036672,161328,132500,,,Randall,94.76,4.5
1925,1925,25,02/01/13,115,18914971,164478,149400,,,Randall,95.31,4.3
1926,1926,26,03/01/13,154,27605927,179259,147000,,,Randall,92.94,4.2
1927,1927,27,04/01/13,214,35028798,163686,150919,,,Randall,92.02,4
1928,1928,28,05/01/13,205,34622358,168890,150000,,,Randall,94.51,4.2
1929,1929,29,06/01/13,182,34018600,186915,158950,,,Randall,95.77,4.9
1930,1930,30,07/01/13,213,37384846,175516,161500,,,Randall,104.67,4.7
1931,1931,31,08/01/13,195,36874900,189102,158000,,,Randall,106.57,4.4
1932,1932,32,09/01/13,178,32716471,183800,155000,,,Randall,106.29,4.3
1933,1933,33,10/01/13,162,29617835,182826,157750,,,Randall,100.54,4.1
1934,1934,34,11/01/13,127,21960806,172920,145000,,,Randall,93.86,3.9
1935,1935,35,12/01/13,178,32096535,180318,160000,,,Randall,97.63,3.6
1936,1936,36,01/01/14,108,22178604,205357,161000,,,Randall,94.62,3.8
1937,1937,37,02/01/14,144,24954859,173298,157770,,,Randall,100.82,3.8
1938,1938,38,03/01/14,155,27307106,176175,155000,,,Randall,100.8,3.6
1939,1939,39,04/01/14,157,28564572,181940,155090,,,Randall,102.07,3.1
1940,1940,40,05/01/14,188,34314156,182522,162000,,,Randall,102.18,3.4
1941,1941,41,06/01/14,232,41985335,180971,158450,,,Randall,105.79,3.8
1942,1942,42,07/01/14,201,38681981,192448,162250,,,Randall,103.59,3.9
1943,1943,43,08/01/14,189,37097333,196282,168500,,,Randall,96.54,3.6
1944,1944,44,09/01/14,173,32416523,187379,156725,,,Randall,93.21,3.4
1945,1945,45,10/01/14,174,31493445,180997,154750,,,Randall,84.4,3.2
1946,1946,46,11/01/14,145,26109092,180063,152000,,,Randall,75.79,3.1
1947,1947,47,12/01/14,149,28484145,191169,157450,,,Randall,59.29,2.7
1948,1948,48,01/01/15,117,21932636,187458,150000,589,3.5,Randall,47.22,3.2
1949,1949,49,02/01/15,114,24968011,219018,175500,584,3.5,Randall,50.58,2.9
1950,1950,50,03/01/15,216,40442574,187234,155000,560,3.3,Randall,47.82,2.8
1951,1951,51,04/01/15,211,38575193,182821,164200,544,3.1,Randall,54.45,2.6
1952,1952,52,05/01/15,239,45666937,191075,165000,593,3.3,Randall,59.27,2.9
1953,1953,53,06/01/15,225,44340931,197071,170000,635,3.5,Randall,59.82,3.2
1954,1954,54,07/01/15,227,42351061,186569,164850,648,3.6,Randall,50.9,3.3
1955,1955,55,08/01/15,214,46164183,215720,180450,623,3.4,Randall,42.87,3
1956,1956,56,09/01/15,185,33837793,182907,169500,644,3.5,Randall,45.48,3
1957,1957,57,10/01/15,185,39154396,211645,174900,607,3.3,Randall,46.22,2.9
1958,1958,58,11/01/15,146,26029308,178283,145000,550,3,Randall,42.44,2.8
1959,1959,59,12/01/15,166,31838507,191798,165000,505,2.7,Randall,37.19,2.6
1960,1960,60,01/01/16,115,22240394,193395,164500,497,2.7,Randall,31.68,2.9
1961,1961,61,02/01/16,156,27611499,176997,155000,519,2.7,Randall,30.32,2.8
1962,1962,62,03/01/16,209,42013211,201020,170538,544,2.9,Randall,37.55,2.9
1963,1963,63,04/01/16,220,44584574,202657,177750,546,2.9,Randall,40.75,2.6
1964,1964,64,05/01/16,228,47081054,206496,173000,570,3,Randall,46.71,2.7
1965,1965,65,06/01/16,229,49578248,216499,180000,604,3.2,Randall,48.76,3.1
1966,1966,66,07/01/16,214,41881909,195710,173000,598,3.2,Randall,44.65,3.4
1967,1967,67,08/01/16,238,43021261,180762,165000,603,3.2,Randall,44.72,3.2
1968,1968,68,09/01/16,217,46915772,216202,185000,605,3.1,Randall,45.18,3.3
1969,1969,69,10/01/16,167,32107474,192260,175000,625,3.3,Randall,49.78,3
1970,1970,70,11/01/16,139,27542780,198149,171055,606,3.2,Randall,45.66,2.8
1971,1971,71,12/01/16,159,33422624,210205,172000,547,2.9,Randall,51.97,3
3229,3229,0,01/01/11,60,15113514,251892,182500,,,Rockwall,89.17,7.6
3230,3230,1,02/01/11,72,16569848,230137,178400,,,Rockwall,88.58,7.4
3231,3231,2,03/01/11,103,21430586,208064,174500,,,Rockwall,102.86,7.2
3232,3232,3,04/01/11,97,19082043,196722,166240,,,Rockwall,109.53,6.8
3233,3233,4,05/01/11,111,23601841,212629,185900,,,Rockwall,100.9,7
3234,3234,5,06/01/11,135,31453013,232985,175000,,,Rockwall,96.26,7.7
3235,3235,6,07/01/11,98,22333820,227896,177000,,,Rockwall,97.3,7.6
3236,3236,7,08/01/11,118,27254267,230968,170250,,,Rockwall,86.33,7.3
3237,3237,8,09/01/11,107,21081602,197024,172400,,,Rockwall,85.52,7.2
3238,3238,9,10/01/11,102,21111701,206977,161750,,,Rockwall,86.32,6.8
3239,3239,10,11/01/11,86,18400048,213954,176500,,,Rockwall,97.16,6.4
3240,3240,11,12/01/11,88,20260422,230232,187450,,,Rockwall,98.56,6.2
3241,3241,12,01/01/12,86,18454228,214584,161500,,,Rockwall,100.27,6.6
3242,3242,13,02/01/12,84,15553772,185164,157000,,,Rockwall,102.2,6.5
3243,3243,14,03/01/12,109,24977635,229153,182990,,,Rockwall,106.16,#N/A
3244,3244,15,04/01/12,121,25415860,210048,178000,,,Rockwall,103.32,#N/A
3245,3245,16,05/01/12,137,33633844,245503,200000,,,Rockwall,94.66,6.1
3246,3246,17,06/01/12,154,33913539,220218,179950,,,Rockwall,82.3,6.9
3247,3247,18,07/01/12,144,29617819,205679,181000,,,Rockwall,87.9,6.7
3248,3248,19,08/01/12,142,30656762,215893,180000,,,Rockwall,94.13,#N/A
3249,3249,20,09/01/12,117,27742717,237117,172000,,,Rockwall,94.51,#N/A
3250,3250,21,10/01/12,120,24984434,208204,181000,,,Rockwall,89.49,5.8
3251,3251,22,11/01/12,98,22850179,233165,189000,,,Rockwall,86.53,5.6
3252,3252,23,12/01/12,80,17321785,216522,178000,,,Rockwall,87.86,#N/A
3253,3253,24,01/01/13,109,22260287,204223,170000,,,Rockwall,94.76,6.3
3254,3254,25,02/01/13,116,26440176,227933,181250,,,Rockwall,95.31,6
3255,3255,26,03/01/13,163,36230157,222271,190000,,,Rockwall,92.94,5.8
3256,3256,27,04/01/13,168,40124293,238835,202250,,,Rockwall,92.02,5.5
3257,3257,28,05/01/13,158,37625321,238135,193275,,,Rockwall,94.51,5.7
3258,3258,29,06/01/13,216,55940719,258985,218500,,,Rockwall,95.77,6.4
3259,3259,30,07/01/13,204,51166412,250816,200000,,,Rockwall,104.67,6.1
3260,3260,31,08/01/13,225,54391472,241740,199900,,,Rockwall,106.57,5.9
3261,3261,32,09/01/13,130,31304219,240802,195750,,,Rockwall,106.29,5.6
3262,3262,33,10/01/13,140,33877634,241983,201000,,,Rockwall,100.54,5.5
3263,3263,34,11/01/13,124,28578994,230476,194225,,,Rockwall,93.86,5.1
3264,3264,35,12/01/13,127,29287879,230613,200000,,,Rockwall,97.63,4.8
3265,3265,36,01/01/14,101,20771197,205655,179900,,,Rockwall,94.62,5
3266,3266,37,02/01/14,103,24563295,238479,209000,,,Rockwall,100.82,5
3267,3267,38,03/01/14,148,36061617,243660,211598,,,Rockwall,100.8,4.9
3268,3268,39,04/01/14,149,37930695,254568,208000,,,Rockwall,102.07,4.2
3269,3269,40,05/01/14,182,46418411,255046,223063,,,Rockwall,102.18,4.4
3270,3270,41,06/01/14,210,52456671,249794,219750,,,Rockwall,105.79,4.9
3271,3271,42,07/01/14,213,52857130,248156,208000,,,Rockwall,103.59,5
3272,3272,43,08/01/14,214,51854568,242311,213628,,,Rockwall,96.54,4.8
3273,3273,44,09/01/14,192,48331961,251729,215000,,,Rockwall,93.21,4.3
3274,3274,45,10/01/14,162,44439233,274316,220000,,,Rockwall,84.4,4.1
3275,3275,46,11/01/14,132,35784103,271092,214006,,,Rockwall,75.79,3.9
3276,3276,47,12/01/14,142,35492533,249947,211900,,,Rockwall,59.29,3.6
3277,3277,48,01/01/15,81,20881674,257798,200000,410,2.6,Rockwall,47.22,4.1
3278,3278,49,02/01/15,110,30296184,275420,218950,426,2.6,Rockwall,50.58,3.9
3279,3279,50,03/01/15,150,41466481,276443,233125,441,2.7,Rockwall,47.82,3.8
3280,3280,51,04/01/15,177,45982199,259786,234990,468,2.9,Rockwall,54.45,3.4
3281,3281,52,05/01/15,190,55725864,293294,250000,479,2.9,Rockwall,59.27,3.6
3282,3282,53,06/01/15,225,60430024,268578,239000,481,2.9,Rockwall,59.82,4.1
3283,3283,54,07/01/15,247,68872917,278838,239999,486,2.9,Rockwall,50.9,4.1
3284,3284,55,08/01/15,220,61453532,279334,231400,482,2.9,Rockwall,42.87,3.8
3285,3285,56,09/01/15,147,41640704,283270,238000,510,3.1,Rockwall,45.48,3.7
3286,3286,57,10/01/15,164,43320147,264147,218500,477,2.9,Rockwall,46.22,3.7
3287,3287,58,11/01/15,142,40887121,287937,252500,458,2.8,Rockwall,42.44,3.6
3288,3288,59,12/01/15,168,46684255,277882,249850,385,2.3,Rockwall,37.19,3.4
3289,3289,60,01/01/16,115,30779588,267649,231000,377,2.2,Rockwall,31.68,3.5
3290,3290,61,02/01/16,131,36573638,279188,221090,404,2.3,Rockwall,30.32,3.3
3291,3291,62,03/01/16,164,43993333,268252,245000,452,2.6,Rockwall,37.55,3.5
3292,3292,63,04/01/16,210,61914056,294829,260500,427,2.4,Rockwall,40.75,3.1
3293,3293,64,05/01/16,190,54995251,289449,263950,480,2.7,Rockwall,46.71,3.1
3294,3294,65,06/01/16,198,60461473,305361,260500,511,2.9,Rockwall,48.76,3.8
3295,3295,66,07/01/16,207,61327580,296269,250000,529,3.1,Rockwall,44.65,4
3296,3296,67,08/01/16,218,67275062,308601,268250,502,2.9,Rockwall,44.72,3.9
3297,3297,68,09/01/16,180,56099115,311662,250955,477,2.7,Rockwall,45.18,3.7
3298,3298,69,10/01/16,153,48226446,315206,250000,511,3,Rockwall,49.78,3.4
3299,3299,70,11/01/16,178,54073500,303784,260116,476,2.7,Rockwall,45.66,3.2
3300,3300,71,12/01/16,173,52365664,302692,259000,405,2.3,Rockwall,51.97,3.4
1140,1140,0,01/01/11,86,14162153,164676,127725,,,Smith,89.17,8.1
1141,1141,1,02/01/11,119,19151387,160936,135000,,,Smith,88.58,7.7
1142,1142,2,03/01/11,147,22487418,152976,135000,,,Smith,102.86,7.4
1143,1143,3,04/01/11,176,28666094,162876,136000,,,Smith,109.53,7.1
1144,1144,4,05/01/11,167,30993842,185592,148000,,,Smith,100.9,7.2
1145,1145,5,06/01/11,225,38273759,170106,150000,,,Smith,96.26,8.1
1146,1146,6,07/01/11,184,34427093,187104,150000,,,Smith,97.3,8
1147,1147,7,08/01/11,169,28587541,169157,149400,,,Smith,86.33,8.1
1148,1148,8,09/01/11,177,28786451,162635,139000,,,Smith,85.52,8
1149,1149,9,10/01/11,143,23419396,163772,142500,,,Smith,86.32,8.3
1150,1150,10,11/01/11,140,25891272,184938,166500,,,Smith,97.16,8
1151,1151,11,12/01/11,135,22914058,169734,137500,,,Smith,98.56,7.3
1152,1152,12,01/01/12,101,17151034,169812,145000,,,Smith,100.27,7.7
1153,1153,13,02/01/12,150,26079522,173863,151500,,,Smith,102.2,7.4
1154,1154,14,03/01/12,175,28749654,164284,143000,,,Smith,106.16,#N/A
1155,1155,15,04/01/12,164,27724242,169050,143250,,,Smith,103.32,#N/A
1156,1156,16,05/01/12,197,39926468,202672,142500,,,Smith,94.66,6.8
1157,1157,17,06/01/12,181,35418468,195682,167850,,,Smith,82.3,7.5
1158,1158,18,07/01/12,225,40586964,180387,154900,,,Smith,87.9,7.4
1159,1159,19,08/01/12,193,36165681,187387,159500,,,Smith,94.13,#N/A
1160,1160,20,09/01/12,198,37710101,190455,151000,,,Smith,94.51,#N/A
1161,1161,21,10/01/12,185,32734514,176943,153500,,,Smith,89.49,6.8
1162,1162,22,11/01/12,138,22388351,162234,149670,,,Smith,86.53,6.6
1163,1163,23,12/01/12,152,26839011,176572,159000,,,Smith,87.86,#N/A
1164,1164,24,01/01/13,144,24626537,171018,135000,,,Smith,94.76,7.3
1165,1165,25,02/01/13,157,27352978,174223,150000,,,Smith,95.31,6.7
1166,1166,26,03/01/13,196,35247621,179835,156000,,,Smith,92.94,6.3
1167,1167,27,04/01/13,207,39866838,192593,148500,,,Smith,92.02,6
1168,1168,28,05/01/13,226,42312258,187222,148000,,,Smith,94.51,6.2
1169,1169,29,06/01/13,228,43637035,191391,156850,,,Smith,95.77,6.9
1170,1170,30,07/01/13,244,44846070,183795,158952,,,Smith,104.67,6.7
1171,1171,31,08/01/13,226,39040708,172746,149875,,,Smith,106.57,6.9
1172,1172,32,09/01/13,198,36796151,185839,149000,,,Smith,106.29,6.7
1173,1173,33,10/01/13,169,31501230,186398,155000,,,Smith,100.54,6.4
1174,1174,34,11/01/13,165,30230537,183215,148900,,,Smith,93.86,6.1
1175,1175,35,12/01/13,135,28508814,211176,156000,,,Smith,97.63,5.7
1176,1176,36,01/01/14,140,26019848,185856,147750,,,Smith,94.62,6.1
1177,1177,37,02/01/14,145,27916291,192526,169000,,,Smith,100.82,6
1178,1178,38,03/01/14,170,31366455,184509,159250,,,Smith,100.8,5.6
1179,1179,39,04/01/14,202,35240324,174457,154000,,,Smith,102.07,4.9
1180,1180,40,05/01/14,225,44193876,196417,160000,,,Smith,102.18,5.1
1181,1181,41,06/01/14,255,52115698,204375,170000,,,Smith,105.79,5.5
1182,1182,42,07/01/14,212,40659879,191792,159450,,,Smith,103.59,5.5
1183,1183,43,08/01/14,203,40304502,198544,158550,,,Smith,96.54,5.2
1184,1184,44,09/01/14,222,43708626,196886,165250,,,Smith,93.21,5.1
1185,1185,45,10/01/14,209,41031268,196322,157000,,,Smith,84.4,4.8
1186,1186,46,11/01/14,186,36132281,194260,171550,,,Smith,75.79,4.6
1187,1187,47,12/01/14,208,41849178,201198,172750,,,Smith,59.29,4.2
1188,1188,48,01/01/15,140,25663940,183314,156250,999,5,Smith,47.22,4.8
1189,1189,49,02/01/15,142,27306656,192300,165000,1065,5.4,Smith,50.58,4.5
1190,1190,50,03/01/15,225,42374425,188331,157000,1076,5.3,Smith,47.82,4.4
1191,1191,51,04/01/15,205,39608417,193212,158000,1190,5.9,Smith,54.45,4.1
1192,1192,52,05/01/15,235,48154518,204913,164000,1237,6.1,Smith,59.27,4.4
1193,1193,53,06/01/15,272,57739312,212277,180500,1236,6,Smith,59.82,4.7
1194,1194,54,07/01/15,285,56694079,198927,173500,1281,6.1,Smith,50.9,4.9
1195,1195,55,08/01/15,288,61675798,214152,182250,1207,5.5,Smith,42.87,4.6
1196,1196,56,09/01/15,217,42166031,194314,157500,1213,5.6,Smith,45.48,4.6
1197,1197,57,10/01/15,217,40273432,185592,159500,1212,5.6,Smith,46.22,4.5
1198,1198,58,11/01/15,167,31470104,188444,165000,1163,5.4,Smith,42.44,4.4
1199,1199,59,12/01/15,210,38699678,184284,153250,1034,4.8,Smith,37.19,4.4
1200,1200,60,01/01/16,153,33251055,217327,182000,1054,4.8,Smith,31.68,4.3
1201,1201,61,02/01/16,160,31075281,194221,159450,1035,4.7,Smith,30.32,4.1
1202,1202,62,03/01/16,201,42598606,211933,170000,1042,4.8,Smith,37.55,4.3
1203,1203,63,04/01/16,224,43704979,195112,168475,1109,5.1,Smith,40.75,4.1
1204,1204,64,05/01/16,257,53338609,207543,175000,1106,5,Smith,46.71,4.1
1205,1205,65,06/01/16,295,63056653,213751,180400,1163,5.2,Smith,48.76,4.7
1206,1206,66,07/01/16,256,51786457,202291,170000,1209,5.5,Smith,44.65,4.9
1207,1207,67,08/01/16,304,65722421,216192,175000,1176,5.3,Smith,44.72,5.1
1208,1208,68,09/01/16,261,54562584,209052,181000,1133,5,Smith,45.18,5
1209,1209,69,10/01/16,237,47440698,200172,173000,1124,4.9,Smith,49.78,4.4
1210,1210,70,11/01/16,183,35568087,194361,173000,1066,4.7,Smith,45.66,4.2
1211,1211,71,12/01/16,192,39541962,205948,172400,995,4.4,Smith,51.97,4.4
380,380,0,01/01/11,899,148895263,165623,130000,,,Tarrant,89.17,8.1
381,381,1,02/01/11,945,154063910,163031,127300,,,Tarrant,88.58,7.8
382,382,2,03/01/11,1427,236740897,165901,127000,,,Tarrant,102.86,7.7
383,383,3,04/01/11,1586,264744995,166926,124436,,,Tarrant,109.53,7.3
384,384,4,05/01/11,1728,308630441,178606,133375,,,Tarrant,100.9,7.4
385,385,5,06/01/11,1893,342992466,181190,136555,,,Tarrant,96.26,8.1
386,386,6,07/01/11,1617,283730291,175467,133087,,,Tarrant,97.3,8
387,387,7,08/01/11,1797,336608217,187317,140000,,,Tarrant,86.33,7.8
388,388,8,09/01/11,1578,282329613,178916,133000,,,Tarrant,85.52,7.6
389,389,9,10/01/11,1345,229517040,170645,132688,,,Tarrant,86.32,7.2
390,390,10,11/01/11,1286,226128651,175839,132750,,,Tarrant,97.16,6.9
391,391,11,12/01/11,1351,233957627,173174,133900,,,Tarrant,98.56,6.6
392,392,12,01/01/12,1049,171506018,163495,130000,,,Tarrant,100.27,7
393,393,13,02/01/12,1238,212688494,171800,130054,,,Tarrant,102.2,6.9
394,394,14,03/01/12,1596,276276733,173106,139900,,,Tarrant,106.16,#N/A
395,395,15,04/01/12,1732,314252505,181439,140000,,,Tarrant,103.32,#N/A
396,396,16,05/01/12,1987,381464898,191980,144000,,,Tarrant,94.66,6.5
397,397,17,06/01/12,2084,417825484,200492,149750,,,Tarrant,82.3,7.1
398,398,18,07/01/12,1995,400622454,200813,149000,,,Tarrant,87.9,7
399,399,19,08/01/12,2151,419567135,195057,145000,,,Tarrant,94.13,#N/A
400,400,20,09/01/12,1586,290669146,183272,142788,,,Tarrant,94.51,#N/A
401,401,21,10/01/12,1697,307952313,181469,139900,,,Tarrant,89.49,6.1
402,402,22,11/01/12,1474,256327278,173899,136186,,,Tarrant,86.53,5.9
403,403,23,12/01/12,1545,290339704,187922,139000,,,Tarrant,87.86,#N/A
404,404,24,01/01/13,1249,205363582,164422,129500,,,Tarrant,94.76,6.8
405,405,25,02/01/13,1492,267253715,179124,143194,,,Tarrant,95.31,6.3
406,406,26,03/01/13,2030,389271785,191760,149000,,,Tarrant,92.94,6
407,407,27,04/01/13,2152,416871220,193713,150500,,,Tarrant,92.02,5.7
408,408,28,05/01/13,2571,532568144,207144,155000,,,Tarrant,94.51,5.9
409,409,29,06/01/13,2357,495314445,210146,157750,,,Tarrant,95.77,6.6
410,410,30,07/01/13,2489,528142456,212191,160500,,,Tarrant,104.67,6.3
411,411,31,08/01/13,2406,490905052,204034,158000,,,Tarrant,106.57,6
412,412,32,09/01/13,1956,388361922,198549,153000,,,Tarrant,106.29,5.8
413,413,33,10/01/13,1968,382905962,194566,150000,,,Tarrant,100.54,5.8
414,414,34,11/01/13,1624,313138575,192819,150000,,,Tarrant,93.86,5.5
415,415,35,12/01/13,1784,353365003,198075,153870,,,Tarrant,97.63,5.2
416,416,36,01/01/14,1290,243459132,188728,144635,,,Tarrant,94.62,5.7
417,417,37,02/01/14,1482,291821210,196910,150278,,,Tarrant,100.82,5.5
418,418,38,03/01/14,1901,382263712,201086,155643,,,Tarrant,100.8,5.3
419,419,39,04/01/14,2176,454959458,209081,160346,,,Tarrant,102.07,4.7
420,420,40,05/01/14,2549,550696842,216044,164768,,,Tarrant,102.18,4.9
421,421,41,06/01/14,2578,586991101,227692,170000,,,Tarrant,105.79,5.3
422,422,42,07/01/14,2558,559701696,218804,169250,,,Tarrant,103.59,5.4
423,423,43,08/01/14,2478,553993344,223565,169900,,,Tarrant,96.54,5.3
424,424,44,09/01/14,2169,453770676,209207,162000,,,Tarrant,93.21,4.8
425,425,45,10/01/14,2218,463709877,209067,163000,,,Tarrant,84.4,4.6
426,426,46,11/01/14,1622,330173695,203560,164440,,,Tarrant,75.79,4.5
427,427,47,12/01/14,1973,418430825,212078,166000,,,Tarrant,59.29,4.1
428,428,48,01/01/15,1337,270905005,202622,162500,3921,1.9,Tarrant,47.22,4.6
429,429,49,02/01/15,1476,325468130,220507,170000,3938,1.9,Tarrant,50.58,4.3
430,430,50,03/01/15,2121,470704487,221926,170000,4029,1.9,Tarrant,47.82,4.1
431,431,51,04/01/15,2157,480703905,222858,175000,4277,2,Tarrant,54.45,3.8
432,432,52,05/01/15,2508,597706978,238320,185000,4493,2.1,Tarrant,59.27,4
433,433,53,06/01/15,2789,685941160,245945,189000,4769,2.3,Tarrant,59.82,4.4
434,434,54,07/01/15,2816,682391078,242326,185000,5141,2.4,Tarrant,50.9,4.4
435,435,55,08/01/15,2735,645996500,236196,184000,4824,2.2,Tarrant,42.87,4.2
436,436,56,09/01/15,2325,520053077,223679,175000,5051,2.3,Tarrant,45.48,4.1
437,437,57,10/01/15,2057,443219339,215469,171130,4914,2.3,Tarrant,46.22,4.1
438,438,58,11/01/15,1742,380210103,218261,174500,4393,2,Tarrant,42.44,4
439,439,59,12/01/15,2209,499793426,226253,181500,3706,1.7,Tarrant,37.19,3.7
440,440,60,01/01/16,1533,338237461,220638,175000,3745,1.7,Tarrant,31.68,3.9
441,441,61,02/01/16,1780,404982846,227518,182000,3773,1.7,Tarrant,30.32,3.8
442,442,62,03/01/16,2318,532869587,229883,187500,3845,1.7,Tarrant,37.55,3.9
443,443,63,04/01/16,2371,564529163,238097,190050,4169,1.8,Tarrant,40.75,3.7
444,444,64,05/01/16,2478,628375194,253582,200000,4172,1.8,Tarrant,46.71,3.6
445,445,65,06/01/16,2788,719412202,258039,203000,4553,2,Tarrant,48.76,4.1
446,446,66,07/01/16,2588,640003229,247296,204400,4874,2.2,Tarrant,44.65,4.3
447,447,67,08/01/16,2775,700852105,252559,201000,4717,2.1,Tarrant,44.72,4.2
448,448,68,09/01/16,2449,587132224,239744,195000,4621,2,Tarrant,45.18,4.1
449,449,69,10/01/16,2256,551985799,244675,199000,4546,2,Tarrant,49.78,3.7
450,450,70,11/01/16,2101,516810417,245983,197000,4081,1.8,Tarrant,45.66,3.5
451,451,71,12/01/16,2168,552047542,254634,205000,3460,1.5,Tarrant,51.97,3.8
2280,2280,0,01/01/11,60,8151990,135866,131450,,,Taylor,89.17,6.9
2281,2281,1,02/01/11,75,9297100,123961,114900,,,Taylor,88.58,6.7
2282,2282,2,03/01/11,115,14828771,128946,117500,,,Taylor,102.86,6.5
2283,2283,3,04/01/11,119,14738895,123856,122000,,,Taylor,109.53,6.2
2284,2284,4,05/01/11,128,17029594,133044,129950,,,Taylor,100.9,6.4
2285,2285,5,06/01/11,142,19610252,138100,130000,,,Taylor,96.26,7.3
2286,2286,6,07/01/11,126,18490127,146747,130500,,,Taylor,97.3,7.1
2287,2287,7,08/01/11,122,16535467,135537,133000,,,Taylor,86.33,7
2288,2288,8,09/01/11,97,14191594,146305,127400,,,Taylor,85.52,6.7
2289,2289,9,10/01/11,102,13740650,134712,129500,,,Taylor,86.32,6.3
2290,2290,10,11/01/11,92,13641620,148278,138000,,,Taylor,97.16,5.9
2291,2291,11,12/01/11,94,13591959,144595,129750,,,Taylor,98.56,5.7
2292,2292,12,01/01/12,69,8874440,128615,120500,,,Taylor,100.27,6.1
2293,2293,13,02/01/12,105,14312234,136307,123000,,,Taylor,102.2,5.8
2294,2294,14,03/01/12,137,18118059,132249,120000,,,Taylor,106.16,#N/A
2295,2295,15,04/01/12,132,17445970,132166,118500,,,Taylor,103.32,#N/A
2296,2296,16,05/01/12,150,23062825,153752,127500,,,Taylor,94.66,5.7
2297,2297,17,06/01/12,135,20013586,148249,130000,,,Taylor,82.3,6.4
2298,2298,18,07/01/12,147,23026103,156640,143000,,,Taylor,87.9,6.3
2299,2299,19,08/01/12,160,25149400,157184,149450,,,Taylor,94.13,#N/A
2300,2300,20,09/01/12,108,15557538,144051,127250,,,Taylor,94.51,#N/A
2301,2301,21,10/01/12,123,17404233,141498,120000,,,Taylor,89.49,5.2
2302,2302,22,11/01/12,104,16108646,154891,138950,,,Taylor,86.53,5
