,level_0,index,Date,Sales,Dollar Volume,Average Price,Median Price,Total Listings,Months Invntory,County,Oil Price,Unemployment
2185,2185,0,01/01/11,14,1079600,77114,71700,344,33.6,Anderson,89.17,8
2186,2186,1,02/01/11,21,2286934,108902,74000,371,31.6,Anderson,88.58,7.8
2187,2187,2,03/01/11,25,3013550,120542,92000,369,27.3,Anderson,102.86,7.5
2188,2188,3,04/01/11,27,3203350,118643,119500,362,23.2,Anderson,109.53,7.1
2189,2189,4,05/01/11,28,2414161,86220,71250,381,22.6,Anderson,100.9,7.2
2190,2190,5,06/01/11,20,1563605,78180,73950,415,23.1,Anderson,96.26,8
2191,2191,6,07/01/11,14,1398148,99868,76000,440,24.1,Anderson,97.3,7.9
2192,2192,7,08/01/11,18,2389823,132768,73250,428,22.5,Anderson,86.33,7.6
2193,2193,8,09/01/11,22,2639550,119980,108500,437,22.3,Anderson,85.52,7.4
2194,2194,9,10/01/11,21,1991877,94851,89900,416,21,Anderson,86.32,6.8
2195,2195,10,11/01/11,17,1742772,102516,100000,406,19.9,Anderson,97.16,6.4
2196,2196,11,12/01/11,20,3315780,165789,100500,383,18.6,Anderson,98.56,6.2
2197,2197,12,01/01/12,10,916954,91695,67850,359,17.7,Anderson,100.27,6.7
2198,2198,13,02/01/12,18,2100776,116710,117700,345,17.2,Anderson,102.2,6.3
2199,2199,14,03/01/12,27,4842523,179353,110000,346,17.2,Anderson,106.16,#N/A
2200,2200,15,04/01/12,26,3217400,123746,112000,343,17.1,Anderson,103.32,#N/A
2201,2201,16,05/01/12,18,2252183,125121,89450,364,18.9,Anderson,94.66,6.2
2202,2202,17,06/01/12,31,3692400,119110,78000,360,17.9,Anderson,82.3,7.1
2203,2203,18,07/01/12,25,2860225,114409,101000,384,18.2,Anderson,87.9,7
2204,2204,19,08/01/12,44,5302123,120503,96000,375,16.1,Anderson,94.13,#N/A
2205,2205,20,09/01/12,43,5451740,126785,125000,371,14.8,Anderson,94.51,#N/A
2206,2206,21,10/01/12,27,3553513,131612,125000,360,14.1,Anderson,89.49,6.1
2207,2207,22,11/01/12,33,3854698,116809,84000,349,13,Anderson,86.53,5.9
2208,2208,23,12/01/12,22,2622600,119209,78450,335,12.4,Anderson,87.86,#N/A
2209,2209,24,01/01/13,13,1483900,114146,83500,336,12.3,Anderson,94.76,6.6
2210,2210,25,02/01/13,16,1663500,103969,81500,336,12.4,Anderson,95.31,6.1
2211,2211,26,03/01/13,32,3088170,96505,88500,340,12.4,Anderson,92.94,5.7
2212,2212,27,04/01/13,33,3839645,116353,115000,355,12.6,Anderson,92.02,5.4
2213,2213,28,05/01/13,29,3521510,121431,91450,330,11.4,Anderson,94.51,5.5
2214,2214,29,06/01/13,31,4230756,136476,108000,356,12.3,Anderson,95.77,6.4
2215,2215,30,07/01/13,22,3943235,179238,110775,368,12.8,Anderson,104.67,6.3
2216,2216,31,08/01/13,29,3525583,121572,87800,343,12.5,Anderson,106.57,5.9
2217,2217,32,09/01/13,25,3647805,145912,97900,337,13,Anderson,106.29,5.7
2218,2218,33,10/01/13,27,2802399,103793,96000,346,13.3,Anderson,100.54,5.5
2219,2219,34,11/01/13,21,2291950,109140,83000,338,13.5,Anderson,93.86,5.2
2220,2220,35,12/01/13,17,1561700,91865,87000,321,13.1,Anderson,97.63,4.8
2221,2221,36,01/01/14,22,2386409,108473,82500,7,0.3,Anderson,94.62,5.1
2222,2222,37,02/01/14,34,4033566,118634,91250,315,11.7,Anderson,100.82,5.1
2223,2223,38,03/01/14,34,4467469,131396,96250,320,11.9,Anderson,100.8,4.8
2224,2224,39,04/01/14,29,2950400,101738,89000,326,12.2,Anderson,102.07,4.3
2225,2225,40,05/01/14,32,4843504,151360,134250,339,12.6,Anderson,102.18,4.5
2226,2226,41,06/01/14,28,3478545,124234,88500,331,12.4,Anderson,105.79,5.1
2227,2227,42,07/01/14,30,3353423,111781,89750,328,12,Anderson,103.59,5.2
2228,2228,43,08/01/14,24,2284400,95183,82000,317,11.8,Anderson,96.54,5
2229,2229,44,09/01/14,34,5017840,147584,112500,298,10.8,Anderson,93.21,4.5
2230,2230,45,10/01/14,33,5455800,165327,108500,285,10.1,Anderson,84.4,4.3
2231,2231,46,11/01/14,15,1729900,115327,99000,274,9.9,Anderson,75.79,4.1
2232,2232,47,12/01/14,31,5787030,186678,146000,258,8.9,Anderson,59.29,3.7
2233,2233,48,01/01/15,17,2239625,131743,90000,208,7.3,Anderson,47.22,4.1
2234,2234,49,02/01/15,21,3131868,149137,91000,205,7.5,Anderson,50.58,3.9
2235,2235,50,03/01/15,21,3370350,160493,99500,218,8.3,Anderson,47.82,3.8
2236,2236,51,04/01/15,32,3924910,122653,86605,219,8.3,Anderson,54.45,3.5
2237,2237,52,05/01/15,25,2869850,114794,115900,230,8.9,Anderson,59.27,3.8
2238,2238,53,06/01/15,38,5563100,146397,156750,258,9.6,Anderson,59.82,4.2
2239,2239,54,07/01/15,41,5270055,128538,116500,263,9.5,Anderson,50.9,4.4
2240,2240,55,08/01/15,39,5089058,130489,119000,265,9.2,Anderson,42.87,4.1
2241,2241,56,09/01/15,33,5709300,173009,110000,274,9.5,Anderson,45.48,3.8
2242,2242,57,10/01/15,25,2995250,119810,102000,271,9.6,Anderson,46.22,4
2243,2243,58,11/01/15,22,2548375,115835,112000,250,8.7,Anderson,42.44,4.1
2244,2244,59,12/01/15,33,4487007,135970,114000,229,7.9,Anderson,37.19,4.1
2245,2245,60,01/01/16,22,2991895,135995,125000,210,7.2,Anderson,31.68,4.2
2246,2246,61,02/01/16,15,1662800,110853,105000,220,7.6,Anderson,30.32,4.1
2247,2247,62,03/01/16,37,5190890,140294,105000,206,6.8,Anderson,37.55,4.4
2248,2248,63,04/01/16,33,5357742,162356,138000,213,7,Anderson,40.75,4
2249,2249,64,05/01/16,38,4604400,121168,99000,197,6.3,Anderson,46.71,4
2250,2250,65,06/01/16,52,7587833,145920,125000,200,6.2,Anderson,48.76,4.6
2251,2251,66,07/01/16,31,3979783,128380,130000,198,6.3,Anderson,44.65,4.8
2252,2252,67,08/01/16,45,7450143,165559,160000,211,6.6,Anderson,44.72,4.8
2253,2253,68,09/01/16,44,5633524,128035,112000,185,5.6,Anderson,45.18,4.6
2254,2254,69,10/01/16,36,4074800,113189,96360,171,5,Anderson,49.78,4
2255,2255,70,11/01/16,33,4832304,146433,155000,177,5.1,Anderson,45.66,3.8
2256,2256,71,12/01/16,28,3174229,113365,112500,183,5.3,Anderson,51.97,4
3039,3039,0,01/01/11,26,2743350,105513,81000,336,8.3,Angelina,89.17,8.3
3040,3040,1,02/01/11,28,3356000,119857,107500,332,8.1,Angelina,88.58,8
3041,3041,2,03/01/11,39,5389800,138200,130000,332,8.3,Angelina,102.86,7.8
3042,3042,3,04/01/11,38,4971840,130838,92500,357,9.1,Angelina,109.53,7.6
3043,3043,4,05/01/11,50,5663425,113268,94500,360,9.2,Angelina,100.9,7.7
3044,3044,5,06/01/11,56,6888655,123012,100000,368,9.4,Angelina,96.26,8.7
3045,3045,6,07/01/11,43,6259397,145567,120000,353,8.9,Angelina,97.3,8.5
3046,3046,7,08/01/11,60,8017097,133618,113500,339,8.2,Angelina,86.33,8.3
3047,3047,8,09/01/11,60,7437250,123954,109000,349,8.1,Angelina,85.52,8.2
3048,3048,9,10/01/11,37,4643544,125501,90000,339,7.9,Angelina,86.32,7.6
3049,3049,10,11/01/11,37,4634082,125245,115000,338,7.9,Angelina,97.16,7.2
3050,3050,11,12/01/11,29,3763100,129762,117500,313,7.5,Angelina,98.56,6.9
3051,3051,12,01/01/12,26,3584800,137877,118500,325,7.8,Angelina,100.27,7.3
3052,3052,13,02/01/12,33,4441032,134577,104500,354,8.4,Angelina,102.2,7.2
3053,3053,14,03/01/12,51,7495755,146976,115000,353,8.1,Angelina,106.16,#N/A
3054,3054,15,04/01/12,40,5542976,138574,119500,357,8.2,Angelina,103.32,#N/A
3055,3055,16,05/01/12,51,7187050,140923,125000,357,8.2,Angelina,94.66,6.8
3056,3056,17,06/01/12,54,7774205,143967,128500,374,8.6,Angelina,82.3,7.5
3057,3057,18,07/01/12,46,5904600,128361,125500,388,8.9,Angelina,87.9,7.5
3058,3058,19,08/01/12,53,7975479,150481,142500,382,8.9,Angelina,94.13,#N/A
3059,3059,20,09/01/12,56,7500850,133944,125875,389,9.1,Angelina,94.51,#N/A
3060,3060,21,10/01/12,37,4699949,127026,107500,357,8.4,Angelina,89.49,6.4
3061,3061,22,11/01/12,32,4271779,133493,135000,354,8.4,Angelina,86.53,6.4
3062,3062,23,12/01/12,41,5666090,138197,120000,347,8,Angelina,87.86,#N/A
3063,3063,24,01/01/13,33,4424325,134070,105000,341,7.8,Angelina,94.76,7.2
3064,3064,25,02/01/13,30,3902900,130097,105000,357,8.2,Angelina,95.31,6.8
3065,3065,26,03/01/13,43,6860400,159544,154500,356,8.3,Angelina,92.94,6.4
3066,3066,27,04/01/13,65,10294801,158382,142000,344,7.6,Angelina,92.02,6.2
3067,3067,28,05/01/13,55,7979923,145090,95000,356,7.8,Angelina,94.51,6.4
3068,3068,29,06/01/13,51,6271785,122976,116000,379,8.4,Angelina,95.77,7.1
3069,3069,30,07/01/13,52,9141934,175806,160000,375,8.2,Angelina,104.67,6.9
3070,3070,31,08/01/13,52,7435749,142995,107100,392,8.6,Angelina,106.57,6.6
3071,3071,32,09/01/13,44,5590900,127066,108000,378,8.5,Angelina,106.29,6.4
3072,3072,33,10/01/13,43,6840000,159070,145000,389,8.6,Angelina,100.54,6.1
3073,3073,34,11/01/13,44,5644475,128284,107500,382,8.3,Angelina,93.86,5.8
3074,3074,35,12/01/13,45,7351959,163377,120000,352,7.6,Angelina,97.63,5.4
3075,3075,36,01/01/14,35,4268302,121951,116000,361,7.7,Angelina,94.62,5.7
3076,3076,37,02/01/14,33,3663300,111009,84000,381,8.1,Angelina,100.82,5.7
3077,3077,38,03/01/14,46,7245650,157514,137750,395,8.4,Angelina,100.8,5.4
3078,3078,39,04/01/14,55,7633321,138788,116900,415,9,Angelina,102.07,4.8
3079,3079,40,05/01/14,56,7701400,137525,121375,433,9.3,Angelina,102.18,5.4
3080,3080,41,06/01/14,62,10473368,168925,151250,433,9.2,Angelina,105.79,5.6
3081,3081,42,07/01/14,54,8664824,160460,139000,431,9.1,Angelina,103.59,5.7
3082,3082,43,08/01/14,50,8569550,171391,155750,430,9.1,Angelina,96.54,5.4
3083,3083,44,09/01/14,65,8868160,136433,129900,424,8.7,Angelina,93.21,5
3084,3084,45,10/01/14,62,10190050,164356,155950,395,7.8,Angelina,84.4,4.8
3085,3085,46,11/01/14,50,7156020,143120,125000,394,7.7,Angelina,75.79,4.7
3086,3086,47,12/01/14,54,8415800,155848,150250,351,6.8,Angelina,59.29,4.4
3087,3087,48,01/01/15,33,5204850,157723,125000,353,6.8,Angelina,47.22,4.9
3088,3088,49,02/01/15,45,5385148,119670,105000,336,6.4,Angelina,50.58,4.8
3089,3089,50,03/01/15,45,7463585,165857,155000,344,6.5,Angelina,47.82,4.8
3090,3090,51,04/01/15,57,9669268,169636,154872,341,6.5,Angelina,54.45,5.4
3091,3091,52,05/01/15,49,7180336,146537,137000,332,6.4,Angelina,59.27,5.7
3092,3092,53,06/01/15,64,10531345,164552,152500,344,6.6,Angelina,59.82,6.1
3093,3093,54,07/01/15,76,13569864,178551,141000,342,6.3,Angelina,50.9,6.2
3094,3094,55,08/01/15,57,8340641,146327,140000,344,6.3,Angelina,42.87,6.1
3095,3095,56,09/01/15,54,8799914,162961,159500,354,6.6,Angelina,45.48,5.7
3096,3096,57,10/01/15,41,5381663,131260,107928,364,7,Angelina,46.22,6.1
3097,3097,58,11/01/15,34,4377000,128735,134750,365,7.2,Angelina,42.44,5.9
3098,3098,59,12/01/15,44,7273333,165303,117750,354,7.1,Angelina,37.19,5.7
3099,3099,60,01/01/16,35,4645505,132729,130000,361,7.2,Angelina,31.68,5.8
3100,3100,61,02/01/16,44,6116315,139007,120925,349,7,Angelina,30.32,5.5
3101,3101,62,03/01/16,71,9887280,139257,118000,335,6.4,Angelina,37.55,5.7
3102,3102,63,04/01/16,63,10764750,170869,145650,326,6.2,Angelina,40.75,5.4
3103,3103,64,05/01/16,58,10173900,175412,158000,352,6.6,Angelina,46.71,5.3
3104,3104,65,06/01/16,64,11951995,186750,184000,343,6.4,Angelina,48.76,6
3105,3105,66,07/01/16,60,10075114,167919,154500,351,6.7,Angelina,44.65,6.4
3106,3106,67,08/01/16,57,9201540,161431,120000,354,6.8,Angelina,44.72,6.6
3107,3107,68,09/01/16,54,8124398,150452,139875,346,6.6,Angelina,45.18,6.6
3108,3108,69,10/01/16,51,7521350,147477,133000,339,6.4,Angelina,49.78,5.9
3109,3109,70,11/01/16,56,8014427,143115,149000,333,6.1,Angelina,45.66,5.6
3110,3110,71,12/01/16,44,6887877,156543,143000,307,5.6,Angelina,51.97,6
285,285,0,01/01/11,6,1142500,190417,208500,,,Austin,89.17,8.3
286,286,1,02/01/11,10,1266550,126655,133025,,,Austin,88.58,8.2
287,287,2,03/01/11,13,2271440,174726,118000,,,Austin,102.86,7.8
288,288,3,04/01/11,12,1507000,125583,148250,,,Austin,109.53,7.4
289,289,4,05/01/11,6,720300,120050,125000,,,Austin,100.9,7.5
290,290,5,06/01/11,8,995000,124375,112250,,,Austin,96.26,8.4
291,291,6,07/01/11,7,1025500,146500,138000,,,Austin,97.3,8.9
292,292,7,08/01/11,11,1516400,137855,128000,,,Austin,86.33,8.4
293,293,8,09/01/11,16,2237300,139831,134000,,,Austin,85.52,8.1
294,294,9,10/01/11,7,963000,137571,160000,,,Austin,86.32,7.6
295,295,10,11/01/11,5,472000,94400,63000,,,Austin,97.16,7.2
296,296,11,12/01/11,7,1479400,211343,205000,,,Austin,98.56,6.9
297,297,12,01/01/12,9,1237816,137535,132900,,,Austin,100.27,7.3
298,298,13,02/01/12,5,620600,124120,143500,,,Austin,102.2,6.9
299,299,14,03/01/12,6,1269400,211567,226250,,,Austin,106.16,#N/A
300,300,15,04/01/12,12,1982600,165217,165500,,,Austin,103.32,#N/A
301,301,16,05/01/12,14,2492300,178021,167500,,,Austin,94.66,6.4
302,302,17,06/01/12,12,1807300,150608,133700,,,Austin,82.3,7
303,303,18,07/01/12,12,2309200,192433,179950,,,Austin,87.9,6.8
304,304,19,08/01/12,10,1380950,138095,155325,,,Austin,94.13,#N/A
305,305,20,09/01/12,9,1830000,203333,207000,,,Austin,94.51,#N/A
306,306,21,10/01/12,7,1147000,163857,157500,,,Austin,89.49,5.8
307,307,22,11/01/12,13,2031500,156269,145000,,,Austin,86.53,5.7
308,308,23,12/01/12,9,1627500,180833,173000,,,Austin,87.86,#N/A
309,309,24,01/01/13,11,1427000,129727,134900,,,Austin,94.76,6.7
310,310,25,02/01/13,11,1908822,173529,187000,,,Austin,95.31,6.1
311,311,26,03/01/13,15,3959401,263960,152000,,,Austin,92.94,5.8
312,312,27,04/01/13,15,2589900,172660,142000,,,Austin,92.02,5.6
313,313,28,05/01/13,12,2008300,167358,142750,,,Austin,94.51,5.8
314,314,29,06/01/13,14,2436850,174061,198500,,,Austin,95.77,6.4
315,315,30,07/01/13,21,3845800,183133,175000,,,Austin,104.67,6.1
316,316,31,08/01/13,14,2939000,209929,190000,,,Austin,106.57,5.9
317,317,32,09/01/13,18,3421750,190097,173750,,,Austin,106.29,5.7
318,318,33,10/01/13,8,1484899,185612,189500,,,Austin,100.54,5.4
319,319,34,11/01/13,9,1563250,173694,156500,,,Austin,93.86,5.3
320,320,35,12/01/13,18,2291700,127317,131950,,,Austin,97.63,4.9
321,321,36,01/01/14,10,1522200,152220,130000,,,Austin,94.62,5.3
322,322,37,02/01/14,23,3934350,171059,172500,,,Austin,100.82,5.3
323,323,38,03/01/14,23,3745500,162848,140000,,,Austin,100.8,5.1
324,324,39,04/01/14,21,5600435,266687,210000,,,Austin,102.07,4.3
325,325,40,05/01/14,41,7918820,193142,141250,,,Austin,102.18,4.8
326,326,41,06/01/14,29,7533219,259766,170000,,,Austin,105.79,5.1
327,327,42,07/01/14,26,5828704,224181,168500,,,Austin,103.59,5.2
328,328,43,08/01/14,35,8476127,242175,175000,,,Austin,96.54,5
329,329,44,09/01/14,23,4862529,211414,169500,,,Austin,93.21,4.6
330,330,45,10/01/14,37,8268883,223483,153000,,,Austin,84.4,4.3
331,331,46,11/01/14,11,3327250,302477,194500,,,Austin,75.79,4.1
332,332,47,12/01/14,28,5725650,204488,165000,,,Austin,59.29,3.9
333,333,48,01/01/15,11,4057500,368864,182500,185,7.2,Austin,47.22,4.4
334,334,49,02/01/15,15,2461664,164111,97000,191,7.6,Austin,50.58,4.1
335,335,50,03/01/15,25,5719500,228780,160000,213,8.5,Austin,47.82,3.9
336,336,51,04/01/15,23,4806099,208961,146000,228,9,Austin,54.45,3.9
337,337,52,05/01/15,29,6304400,217393,138000,221,9.1,Austin,59.27,4.4
338,338,53,06/01/15,26,8063088,310119,197450,199,8.3,Austin,59.82,5
339,339,54,07/01/15,35,9602875,274368,193000,200,8.1,Austin,50.9,5.1
340,340,55,08/01/15,31,7119700,229668,195000,212,8.7,Austin,42.87,5
341,341,56,09/01/15,37,8731190,235978,165000,211,8.2,Austin,45.48,4.8
342,342,57,10/01/15,20,5147883,257394,270000,183,7.5,Austin,46.22,4.9
343,343,58,11/01/15,21,3779800,179990,194900,176,7,Austin,42.44,4.8
344,344,59,12/01/15,16,3757900,234869,162500,173,7.2,Austin,37.19,4.6
345,345,60,01/01/16,22,5681550,258252,216900,193,6.8,Austin,31.68,4.8
346,346,61,02/01/16,16,3142300,196394,187500,193,6.8,Austin,30.32,4.9
347,347,62,03/01/16,32,6254500,195453,173250,189,6.5,Austin,37.55,5.2
348,348,63,04/01/16,22,7201424,327337,209450,192,6.6,Austin,40.75,5
349,349,64,05/01/16,26,5854400,225169,155000,184,6.5,Austin,46.71,5
350,350,65,06/01/16,35,9828850,280824,253000,191,6.6,Austin,48.76,5.7
351,351,66,07/01/16,28,7268080,259574,207500,204,7.3,Austin,44.65,6
352,352,67,08/01/16,29,7476383,257806,197950,218,7.8,Austin,44.72,5.9
353,353,68,09/01/16,17,4250140,250008,158000,227,8.8,Austin,45.18,5.7
354,354,69,10/01/16,25,6982230,279289,220000,222,8.6,Austin,49.78,4.9
355,355,70,11/01/16,21,7935400,377876,220000,232,9.4,Austin,45.66,4.7
356,356,71,12/01/16,18,4463400,247967,158500,223,9.2,Austin,51.97,4.9
1330,1330,0,01/01/11,161,22122222,137405,117000,,,Bell,89.17,8
1331,1331,1,02/01/11,171,23636751,138227,128200,,,Bell,88.58,8
1332,1332,2,03/01/11,225,28550551,126891,116500,,,Bell,102.86,7.8
1333,1333,3,04/01/11,272,36691440,134895,126625,,,Bell,109.53,7.5
1334,1334,4,05/01/11,307,42060480,137005,124900,,,Bell,100.9,7.7
1335,1335,5,06/01/11,338,51560060,152545,135500,,,Bell,96.26,8.6
1336,1336,6,07/01/11,272,39702094,145964,131000,,,Bell,97.3,8.6
1337,1337,7,08/01/11,273,41780036,153040,130500,,,Bell,86.33,8.4
1338,1338,8,09/01/11,233,33162734,142329,134000,,,Bell,85.52,8.3
1339,1339,9,10/01/11,208,31311143,150534,134695,,,Bell,86.32,8.1
1340,1340,10,11/01/11,224,32323995,144304,125000,,,Bell,97.16,7.7
1341,1341,11,12/01/11,252,35041961,139055,124646,,,Bell,98.56,7.6
1342,1342,12,01/01/12,211,29420572,139434,129800,,,Bell,100.27,8
1343,1343,13,02/01/12,227,31334057,138035,130920,,,Bell,102.2,7.8
1344,1344,14,03/01/12,253,36451105,144076,126000,,,Bell,106.16,#N/A
1345,1345,15,04/01/12,254,35692543,140522,132475,,,Bell,103.32,#N/A
1346,1346,16,05/01/12,329,50274204,152809,138300,,,Bell,94.66,7.5
1347,1347,17,06/01/12,362,54938218,151763,141700,,,Bell,82.3,8.2
1348,1348,18,07/01/12,378,59242076,156725,135000,,,Bell,87.9,8
1349,1349,19,08/01/12,352,51311814,145772,139590,,,Bell,94.13,#N/A
1350,1350,20,09/01/12,258,39091515,151518,142496,,,Bell,94.51,#N/A
1351,1351,21,10/01/12,307,45194552,147214,135000,,,Bell,89.49,7
1352,1352,22,11/01/12,236,32971434,139709,129450,,,Bell,86.53,6.8
1353,1353,23,12/01/12,281,45897177,163335,145450,,,Bell,87.86,#N/A
1354,1354,24,01/01/13,213,29625009,139085,132500,,,Bell,94.76,7.4
1355,1355,25,02/01/13,259,38412083,148309,130000,,,Bell,95.31,7
1356,1356,26,03/01/13,282,38901512,137949,125000,,,Bell,92.94,6.7
1357,1357,27,04/01/13,314,45563518,145107,130000,,,Bell,92.02,6.5
1358,1358,28,05/01/13,384,59835261,155821,138925,,,Bell,94.51,6.8
1359,1359,29,06/01/13,388,61364012,158155,138750,,,Bell,95.77,7.5
1360,1360,30,07/01/13,390,60690818,155617,135425,,,Bell,104.67,7.2
1361,1361,31,08/01/13,383,56743840,148156,127000,,,Bell,106.57,6.9
1362,1362,32,09/01/13,281,41645279,148204,127500,,,Bell,106.29,6.9
1363,1363,33,10/01/13,320,46853520,146417,130225,,,Bell,100.54,6.8
1364,1364,34,11/01/13,250,35594138,142377,124700,,,Bell,93.86,6.4
1365,1365,35,12/01/13,293,45673142,155881,149000,,,Bell,97.63,6.1
1366,1366,36,01/01/14,251,34142989,136028,119000,,,Bell,94.62,6.4
1367,1367,37,02/01/14,275,38153681,138741,130450,,,Bell,100.82,6.3
1368,1368,38,03/01/14,327,43735461,133748,126400,,,Bell,100.8,6.1
1369,1369,39,04/01/14,327,47134788,144143,133900,,,Bell,102.07,5.4
1370,1370,40,05/01/14,455,69715517,153221,135000,,,Bell,102.18,5.8
1371,1371,41,06/01/14,404,64760061,160297,142900,,,Bell,105.79,6.2
1372,1372,42,07/01/14,394,60825682,154380,137250,,,Bell,103.59,6.3
1373,1373,43,08/01/14,407,62793346,154283,148250,,,Bell,96.54,6.1
1374,1374,44,09/01/14,338,54315483,160697,140426,,,Bell,93.21,5.7
1375,1375,45,10/01/14,335,51910729,154957,134270,,,Bell,84.4,5.4
1376,1376,46,11/01/14,311,45421433,146050,136000,,,Bell,75.79,5.4
1377,1377,47,12/01/14,310,51203612,165173,146000,,,Bell,59.29,4.9
1378,1378,48,01/01/15,273,46745436,171229,139434,1817,5.2,Bell,47.22,5.3
1379,1379,49,02/01/15,270,40613457,150420,139950,1895,5.5,Bell,50.58,4.9
1380,1380,50,03/01/15,401,60095697,149865,134074,1965,5.6,Bell,47.82,4.6
1381,1381,51,04/01/15,385,62540525,162443,145000,1980,5.5,Bell,54.45,4.3
1382,1382,52,05/01/15,411,69607258,169361,155500,1888,5.3,Bell,59.27,4.5
1383,1383,53,06/01/15,483,79938326,165504,150000,1983,5.5,Bell,59.82,5
1384,1384,54,07/01/15,506,83459687,164940,146250,1896,5.1,Bell,50.9,5
1385,1385,55,08/01/15,456,80002282,175444,146500,1885,5.1,Bell,42.87,4.7
1386,1386,56,09/01/15,419,65967234,157440,143000,1830,4.8,Bell,45.48,4.6
1387,1387,57,10/01/15,341,53728543,157562,146000,1822,4.8,Bell,46.22,4.6
1388,1388,58,11/01/15,300,50339716,167799,157250,1773,4.7,Bell,42.44,4.5
1389,1389,59,12/01/15,345,56188851,162866,139750,1716,4.5,Bell,37.19,4.2
1390,1390,60,01/01/16,277,42480907,153361,134500,1735,4.5,Bell,31.68,4.4
1391,1391,61,02/01/16,289,44628227,154423,144922,1752,4.6,Bell,30.32,4.2
1392,1392,62,03/01/16,410,63120689,153953,142082,1746,4.5,Bell,37.55,4.3
1393,1393,63,04/01/16,452,72450885,160290,149450,1721,4.4,Bell,40.75,4.1
1394,1394,64,05/01/16,493,79369875,160994,145950,1753,4.4,Bell,46.71,4.1
1395,1395,65,06/01/16,565,96630323,171027,151424,1750,4.3,Bell,48.76,4.8
1396,1396,66,07/01/16,460,78099581,169782,150000,1735,4.3,Bell,44.65,5
1397,1397,67,08/01/16,492,78408825,159368,145000,1725,4.3,Bell,44.72,4.8
1398,1398,68,09/01/16,424,65123751,153594,140250,1725,4.3,Bell,45.18,4.8
1399,1399,69,10/01/16,362,58836632,162532,149900,1707,4.2,Bell,49.78,4.4
1400,1400,70,11/01/16,407,69339449,170367,151600,1654,4,Bell,45.66,4.1
1401,1401,71,12/01/16,361,58231092,161305,149000,1505,3.6,Bell,51.97,4.4
475,475,0,01/01/11,779,137118616,176019,140000,,,Bexar,89.17,7.5
476,476,1,02/01/11,877,153568706,175107,140000,,,Bexar,88.58,7.2
477,477,2,03/01/11,1266,214037498,169066,139900,,,Bexar,102.86,7
478,478,3,04/01/11,1203,209021484,173750,142000,,,Bexar,109.53,6.8
479,479,4,05/01/11,1463,267746994,183012,146645,,,Bexar,100.9,7
480,480,5,06/01/11,1534,279531329,182224,149700,,,Bexar,96.26,7.8
481,481,6,07/01/11,1394,254030048,182231,150000,,,Bexar,97.3,7.8
482,482,7,08/01/11,1424,248699781,174649,144000,,,Bexar,86.33,7.5
483,483,8,09/01/11,1226,215533903,175803,146000,,,Bexar,85.52,7.4
484,484,9,10/01/11,1096,193337316,176403,143900,,,Bexar,86.32,7
485,485,10,11/01/11,1008,171534532,170173,140075,,,Bexar,97.16,6.6
486,486,11,12/01/11,1148,204588090,178213,144900,,,Bexar,98.56,6.4
487,487,12,01/01/12,832,142955016,171821,134950,,,Bexar,100.27,6.9
488,488,13,02/01/12,1048,189752474,181062,145000,,,Bexar,102.2,6.7
489,489,14,03/01/12,1343,236005422,175730,148429,,,Bexar,106.16,#N/A
490,490,15,04/01/12,1363,252153338,184999,150000,,,Bexar,103.32,#N/A
491,491,16,05/01/12,1543,290382232,188193,155000,,,Bexar,94.66,6.3
492,492,17,06/01/12,1679,337130536,200792,162500,,,Bexar,82.3,7
493,493,18,07/01/12,1533,291464264,190127,155000,,,Bexar,87.9,6.9
494,494,19,08/01/12,1642,305812233,186244,151722,,,Bexar,94.13,#N/A
495,495,20,09/01/12,1324,239151238,180628,148605,,,Bexar,94.51,#N/A
496,496,21,10/01/12,1332,243540295,182838,148000,,,Bexar,89.49,5.9
497,497,22,11/01/12,1282,238544838,186072,150000,,,Bexar,86.53,5.7
498,498,23,12/01/12,1211,221214517,182671,152000,,,Bexar,87.86,#N/A
499,499,24,01/01/13,1009,174246988,172693,142000,,,Bexar,94.76,6.4
500,500,25,02/01/13,1154,219730779,190408,152000,,,Bexar,95.31,6
501,501,26,03/01/13,1499,275918897,184069,153000,,,Bexar,92.94,5.7
502,502,27,04/01/13,1595,305955835,191822,157000,,,Bexar,92.02,5.5
503,503,28,05/01/13,2005,410402462,204690,165000,,,Bexar,94.51,5.7
504,504,29,06/01/13,1887,397350785,210573,170000,,,Bexar,95.77,6.3
505,505,30,07/01/13,1980,410584422,207366,169900,,,Bexar,104.67,6.2
506,506,31,08/01/13,1926,380406077,197511,165000,,,Bexar,106.57,5.8
507,507,32,09/01/13,1579,309331474,195903,159000,,,Bexar,106.29,5.7
508,508,33,10/01/13,1497,291501966,194724,160750,,,Bexar,100.54,5.6
509,509,34,11/01/13,1340,277967863,207439,163000,,,Bexar,93.86,5.3
510,510,35,12/01/13,1443,294982855,204423,164950,,,Bexar,97.63,5
511,511,36,01/01/14,1109,206197131,185931,154000,,,Bexar,94.62,5.3
512,512,37,02/01/14,1237,240862147,194715,164500,,,Bexar,100.82,5.3
513,513,38,03/01/14,1474,301030969,204227,165000,,,Bexar,100.8,5
514,514,39,04/01/14,1674,335373934,200343,169267,,,Bexar,102.07,4.3
515,515,40,05/01/14,1848,396146407,214365,175000,,,Bexar,102.18,4.6
516,516,41,06/01/14,1924,415254393,215829,176500,,,Bexar,105.79,5
